"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,77,"stable","same","Female","medical",9,"unknown",1,231.71,"1 per year",231.73,195.93,219.74,12,0,"street","25-50 kW","Reg11"
0,26,"down","young drivers","Male","normal",0,"private or freelance work",1,509.75,"2 per year",520.15,561.2,509.04,0,0,"parking deck","100 kW","Reg7"
0,39,"stable","all drivers > 24","Male","normal",2,"private or freelance work",1,310.65,"1 per year",307.75,352.81,310.65,14,4,"street","75 kW","Reg8"
0,37,"stable","only partner","Male","medical",3,"private or freelance work",1,342.59,"1 per year",342.59,306.69,342.59,3,2,"parking deck","100 kW","Reg5"
0,39,"stable","young drivers","Male","normal",0,"private or freelance work",1,893.81,"12 per year",893.82,1549.28,893.82,18,18,"parking deck","75 kW","Reg3"
1,44,"down","same","Male","medical",6,"private or freelance work",5,248.23,"1 per year",253.3,217.62,211.71,7,1,"private garage","25-50 kW","Reg4"
0,40,"down","only partner","Male","normal",0,"private or freelance work",1,171.44,"4 per year",174.94,204.09,153.06,16,8,"other","75 kW","Reg5"
0,30,"stable","same","Male","medical",1,"private or freelance work",2,306.89,"1 per year",306.9,336.32,315.62,16,11,"parking deck","75 kW","Reg4"
0,42,"stable","same","Female","medical",2,"private or freelance work",1,241.92,"1 per year",241.92,170.59,241.92,7,4,"private garage","75 kW","Reg7"
0,58,"down","all drivers > 24","Male","medical",0,"private or freelance work",5,437.63,"4 per year",446.56,322.19,409.35,15,14,"private garage","25-50 kW","Reg4"
0,32,"down","all drivers > 24","Female","normal",2,"private or freelance work",1,378.07,"4 per year",385.79,360.07,353.85,9,7,"private garage","25-50 kW","Reg5"
1,33,"down","same","Female","normal",1,"private or freelance work",1,201.35,"4 per year",205.46,182.55,184.91,17,13,"private garage","25-50 kW","Reg3"
0,38,"stable","only partner","Male","medical",6,"private or freelance work",2,215.76,"4 per year",215.77,271.18,215.77,13,6,"private garage","75 kW","Reg8"
0,49,"down","only partner","Male","medical",6,"unknown",1,327.45,"1 per year",334.14,266.4,297.01,15,7,"private garage","100 kW","Reg3"
0,30,"stable","only partner","Female","medical",0,"private or freelance work",1,265.29,"1 per year",265.3,360.68,265.3,17,14,"carport","75 kW","Reg4"
0,68,"stable","only partner","Male","medical",0,"private or freelance work",2,190.74,"4 per year",190.75,260.64,190.75,12,10,"other","150 kW","Reg7"
0,27,"down","same","Male","medical",0,"private or freelance work",1,1165.82,"12 per year",1633.27,902.99,1013.76,12,11,"parking deck","100 kW","Reg4"
0,74,"down","same","Male","normal",9,"unknown",1,431.1,"4 per year",439.9,367.24,381.56,10,1,"private garage","75 kW","Reg4"
0,49,"stable","same","Female","medical",7,"unknown",1,471.85,"4 per year",471.86,298.69,451.05,10,2,"street","25-50 kW","Reg8"
1,30,"stable","same","Male","normal",0,"private or freelance work",2,297.93,"1 per year",297.94,347.94,297.94,10,6,"private garage","100 kW","Reg7"
0,38,"stable","same","Male","medical",0,"private or freelance work",1,388.66,"4 per year",388.66,322.45,388.66,18,17,"street","150 kW","Reg6"
0,38,"stable","only partner","Male","normal",2,"private or freelance work",3,239.59,"1 per year",239.6,250.1,239.6,18,15,"private garage","100 kW","Reg8"
0,28,"down","same","Male","medical",0,"private or freelance work",1,749.45,"4 per year",870.58,744.16,655.92,14,13,"private garage","100 kW","Reg4"
0,62,"up","same","Male","medical",2,"private or freelance work",1,988.18,"4 per year",768.59,934.19,988.19,17,15,"private garage","75 kW","Reg8"
0,51,"stable","same","Female","medical",9,"unknown",1,358.5,"2 per year",358.51,301.38,358.51,14,2,"street","100 kW","Reg4"
1,34,"down","same","Male","medical",1,"private or freelance work",1,840.27,"4 per year",976.07,773.11,816.49,16,15,"private garage","100 kW","Reg3"
1,39,"stable","same","Male","normal",0,"private or freelance work",2,139.61,"1 per year",139.62,189.96,139.62,16,1,"private garage","100 kW","Reg7"
1,26,"down","same","Female","normal",0,"private or freelance work",1,503.61,"1 per year",513.89,499.76,440.48,12,11,"parking deck","125-300 kW","Reg4"
0,37,"stable","only partner","Male","normal",0,"private or freelance work",3,341.36,"1 per year",341.38,316.81,325.71,4,1,"street","75 kW","Reg4"
0,39,"down","same","Male","normal",1,"private or freelance work",1,538.09,"4 per year",561.49,577,467.94,16,16,"private garage","75 kW","Reg7"
0,44,"down","same","Female","normal",3,"private or freelance work",2,540.2,"12 per year",551.23,431.89,486.12,13,9,"parking deck","75 kW","Reg7"
0,35,"down","same","Female","normal",0,"private or freelance work",1,893.38,"4 per year",930.6,936.68,801.36,18,17,"private garage","75 kW","Reg4"
0,51,"stable","same","Male","normal",5,"unknown",1,258.51,"1 per year",258.53,172.29,249.34,18,2,"unknown","100 kW","Reg4"
0,47,"stable","only partner","Female","normal",11,"unknown",1,269.89,"2 per year",260.14,225.25,269.89,11,0,"private garage","75 kW","Reg8"
0,63,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,218.71,"1 per year",218.72,286.24,201.06,18,9,"private garage","100 kW","Reg14"
0,38,"stable","same","Female","medical",0,"private or freelance work",1,315.35,"1 per year",315.36,285.93,315.36,4,2,"private garage","75 kW","Reg4"
1,33,"down","only partner","Female","medical",2,"private or freelance work",1,298.84,"4 per year",304.94,307.19,287.55,12,8,"street","75 kW","Reg3"
0,47,"down","young drivers","Female","medical",0,"private or freelance work",2,433.32,"4 per year",442.16,450.09,412.69,18,17,"carport","25-50 kW","Reg4"
1,35,"down","only partner","Female","normal",0,"private or freelance work",1,490.93,"4 per year",512.28,458.1,426.9,7,7,"private garage","75 kW","Reg3"
0,40,"down","same","Female","normal",0,"private or freelance work",1,290.52,"4 per year",296.45,287.75,281.05,11,8,"private garage","25-50 kW","Reg3"
1,45,"stable","young drivers","Female","normal",0,"private or freelance work",1,232.95,"1 per year",232.96,293.56,232.96,10,1,"private garage","125-300 kW","Reg4"
1,63,"stable","same","Female","medical",9,"unknown",1,309.16,"12 per year",309.17,232.01,309.17,13,9,"street","25-50 kW","Reg7"
0,36,"stable","all drivers > 24","Female","medical",0,"private or freelance work",1,255.06,"1 per year",255.07,332.86,234.72,18,13,"private garage","75 kW","Reg8"
1,24,"down","same","Male","normal",2,"private or freelance work",1,957.18,"1 per year",998.8,734.51,816.47,10,8,"street","75 kW","Reg2"
0,34,"stable","only partner","Female","normal",5,"unknown",3,377.71,"2 per year",377.72,265.52,351.18,10,1,"unknown","25-50 kW","Reg8"
0,35,"stable","only partner","Male","medical",0,"private or freelance work",2,265.9,"4 per year",265.91,332.24,244.46,15,15,"private garage","125-300 kW","Reg3"
0,36,"stable","only partner","Male","normal",0,"private or freelance work",2,254.3,"1 per year",254.31,299.6,254.31,16,13,"other","100 kW","Reg10"
0,40,"down","only partner","Female","medical",0,"private or freelance work",1,583.66,"4 per year",677.99,692.01,530.6,16,15,"parking deck","100 kW","Reg7"
0,40,"down","young drivers","Female","medical",0,"private or freelance work",1,403.31,"4 per year",411.54,450.38,374.11,11,10,"other","75 kW","Reg10"
0,23,"down","same","Male","normal",0,"private or freelance work",1,561.72,"2 per year",573.19,523.66,519.94,13,10,"street","25-50 kW","Reg5"
0,48,"stable","only partner","Male","medical",1,"private or freelance work",1,185.64,"1 per year",185.65,212.03,185.65,16,8,"private garage","75 kW","Reg7"
0,47,"stable","same","Male","normal",1,"private or freelance work",2,214.49,"1 per year",214.5,219.36,214.5,12,5,"private garage","75 kW","Reg11"
0,45,"down","young drivers","Female","normal",0,"private or freelance work",2,380.7,"1 per year",397.25,472.01,349.94,13,8,"private garage","25-50 kW","Reg11"
0,40,"stable","only partner","Male","medical",1,"private or freelance work",1,273.53,"2 per year",273.53,330.53,273.53,7,2,"private garage","100 kW","Reg3"
0,58,"stable","only partner","Male","normal",1,"private or freelance work",1,210.51,"4 per year",210.51,233.47,210.51,15,10,"private garage","75 kW","Reg4"
0,34,"down","same","Male","medical",1,"private or freelance work",1,395.22,"1 per year",403.29,474.59,359.14,9,8,"other","125-300 kW","Reg5"
0,40,"stable","only partner","Female","medical",4,"private or freelance work",1,331.06,"1 per year",331.07,269.95,324.94,11,2,"unknown","100 kW","Reg8"
0,72,"stable","same","Female","normal",7,"unknown",1,299.49,"4 per year",299.5,241.57,302.2,18,12,"private garage","100 kW","Reg5"
0,44,"up","same","Female","medical",7,"unknown",1,564.02,"1 per year",402.87,412.86,548.71,7,0,"private garage","75 kW","Reg8"
0,28,"down","same","Female","normal",1,"private or freelance work",2,857.78,"1 per year",996.41,713.12,802.19,9,8,"other","75 kW","Reg1"
0,37,"stable","all drivers > 24","Female","medical",2,"private or freelance work",1,308.3,"4 per year",308.3,246.42,308.3,8,6,"parking deck","25-50 kW","Reg4"
0,36,"down","same","Male","normal",2,"private or freelance work",1,499.06,"4 per year",509.25,460.83,453.64,10,10,"private garage","125-300 kW","Reg8"
0,45,"stable","only partner","Male","normal",2,"private or freelance work",1,207.75,"1 per year",207.76,225.65,203.85,9,8,"private garage","100 kW","Reg8"
0,38,"stable","only partner","Male","medical",7,"unknown",2,308.26,"1 per year",308.27,256.85,334.49,8,1,"private garage","75 kW","Reg7"
1,40,"down","same","Male","normal",4,"private or freelance work",1,498.22,"2 per year",508.39,282.04,445.02,18,15,"unknown","25-50 kW","Reg7"
1,45,"down","young drivers","Male","medical",0,"private or freelance work",1,622.12,"4 per year",634.81,574.64,533.24,8,5,"street","75 kW","Reg4"
1,41,"down","young drivers","Female","medical",0,"private or freelance work",1,782.23,"4 per year",908.65,977.43,697.77,12,11,"private garage","25-50 kW","Reg4"
0,39,"stable","only partner","Male","normal",9,"private or freelance work",1,220.44,"1 per year",220.45,228.68,220.45,13,3,"parking deck","25-50 kW","Reg5"
0,32,"stable","same","Male","normal",0,"private or freelance work",2,172.49,"1 per year",172.5,232.09,172.53,11,1,"private garage","100 kW","Reg14"
0,43,"stable","only partner","Male","normal",3,"private or freelance work",1,220.86,"1 per year",220.87,189.15,210.89,13,0,"unknown","100 kW","Reg8"
0,30,"down","all drivers > 24","Male","medical",0,"private or freelance work",1,324.47,"1 per year",331.09,376.41,305.7,12,9,"street","75 kW","Reg9"
0,71,"down","same","Male","normal",7,"unknown",1,359.67,"1 per year",367.01,304.06,338.53,11,4,"street","75 kW","Reg1"
0,29,"stable","only partner","Female","medical",0,"private or freelance work",1,246.06,"2 per year",246.06,264.99,246.06,6,6,"carport","100 kW","Reg3"
0,35,"stable","only partner","Female","medical",0,"private or freelance work",1,235.81,"2 per year",235.83,319.5,254.34,12,9,"private garage","100 kW","Reg4"
0,24,"down","same","Male","normal",0,"private or freelance work",1,989.75,"12 per year",1149.71,761.16,952.81,13,12,"private garage","25-50 kW","Reg4"
0,59,"stable","same","Female","medical",0,"private or freelance work",1,167.91,"4 per year",167.92,195.3,167.92,10,1,"street","75 kW","Reg4"
0,44,"stable","same","Male","medical",4,"private or freelance work",2,320.92,"1 per year",320.94,323.41,320.94,6,5,"private garage","125-300 kW","Reg3"
0,38,"down","only partner","Male","normal",3,"private or freelance work",1,250.27,"1 per year",255.38,258.27,222.84,13,5,"private garage","100 kW","Reg5"
0,37,"stable","same","Male","normal",1,"private or freelance work",1,203.5,"4 per year",197.94,252.04,203.5,14,6,"street","75 kW","Reg4"
0,23,"down","all drivers > 24","Female","medical",1,"private or freelance work",1,496.64,"2 per year",518.24,564.19,404.55,13,12,"street","25-50 kW","Reg5"
1,40,"down","same","Male","normal",0,"private or freelance work",1,599.5,"12 per year",625.56,539.61,474.35,18,18,"street","150 kW","Reg10"
0,32,"stable","same","Female","medical",1,"private or freelance work",2,183.59,"1 per year",183.6,195.51,183.6,13,5,"other","100 kW","Reg11"
0,35,"down","only partner","Male","normal",2,"private or freelance work",1,667.12,"1 per year",680.74,659.83,635.35,13,10,"parking deck","75 kW","Reg7"
0,53,"stable","same","Female","medical",8,"unknown",1,330.81,"12 per year",330.83,217.86,324.86,9,0,"private estate","25-50 kW","Reg4"
0,44,"down","only partner","Female","medical",2,"private or freelance work",1,586.07,"4 per year",611.55,609.69,539.58,18,15,"street","75 kW","Reg9"
0,55,"stable","only partner","Male","normal",2,"private or freelance work",1,209.85,"4 per year",209.86,199.41,200.42,15,4,"private garage","75 kW","Reg14"
0,59,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,476.88,"1 per year",476.89,418.43,476.89,13,6,"other","75 kW","Reg7"
0,25,"stable","same","Male","normal",2,"private or freelance work",1,626.42,"12 per year",626.44,412.19,586.11,15,10,"private garage","100 kW","Reg12"
0,36,"down","same","Male","medical",0,"private or freelance work",2,243.9,"1 per year",248.88,255.24,226.25,17,16,"other","25-50 kW","Reg3"
0,81,"stable","same","Female","normal",9,"unknown",1,189.48,"1 per year",185.99,215.86,189.48,10,0,"private garage","25-50 kW","Reg4"
0,54,"down","only partner","Male","medical",0,"private or freelance work",1,414.79,"4 per year",423.25,412.99,380.92,15,13,"underground garage","100 kW","Reg4"
0,70,"stable","only partner","Female","normal",9,"unknown",1,288.51,"1 per year",288.53,214.7,275.7,17,8,"private garage","25-50 kW","Reg7"
0,29,"down","same","Male","normal",0,"private or freelance work",1,394.44,"4 per year",402.49,476.19,375.65,12,5,"private garage","125-300 kW","Reg4"
0,32,"down","only partner","Male","normal",1,"private or freelance work",1,585.94,"4 per year",611.41,632.89,544.52,14,12,"private garage","75 kW","Reg4"
0,36,"down","only partner","Female","normal",1,"private or freelance work",1,265.98,"1 per year",271.41,326.3,263.14,11,7,"private garage","100 kW","Reg7"
0,34,"down","same","Male","normal",0,"private or freelance work",1,380.51,"4 per year",388.27,434.91,349.45,18,15,"private garage","75 kW","Reg8"
0,56,"stable","same","Male","normal",0,"private or freelance work",1,320.94,"12 per year",320.95,379.44,320.95,10,4,"private garage","125-300 kW","Reg5"
0,55,"down","all drivers > 24","Female","normal",2,"private or freelance work",1,303.63,"1 per year",309.83,324,275.4,17,6,"street","75 kW","Reg5"
0,25,"down","same","Female","medical",0,"private or freelance work",1,709.84,"4 per year",740.7,748.62,617.25,18,18,"carport","25-50 kW","Reg8"
0,27,"down","same","Female","normal",0,"private or freelance work",1,746,"4 per year",866.56,730.55,678.19,13,13,"private garage","100 kW","Reg5"
0,33,"stable","same","Female","normal",0,"private or freelance work",1,229.81,"4 per year",229.83,218.96,240.84,18,17,"street","75 kW","Reg11"
0,37,"stable","only partner","Male","normal",2,"private or freelance work",1,280.06,"4 per year",280.07,280.29,272.37,10,0,"other","25-50 kW","Reg4"
0,54,"stable","only partner","Male","medical",0,"private or freelance work",2,117.49,"1 per year",117.5,198.9,117.5,17,9,"private garage","75 kW","Reg13"
0,37,"stable","only partner","Female","normal",1,"private or freelance work",1,311.25,"4 per year",311.26,323.49,302.65,16,13,"parking deck","75 kW","Reg13"
0,72,"stable","same","Male","normal",7,"private or freelance work",1,238.15,"1 per year",238.15,274.54,238.15,12,5,"parking deck","75 kW","Reg8"
0,51,"stable","only partner","Male","medical",1,"private or freelance work",1,256.89,"1 per year",256.9,321.55,256.9,16,9,"carport","75 kW","Reg2"
0,46,"down","young drivers","Male","medical",0,"private or freelance work",1,568.01,"1 per year",659.81,631.53,546.09,6,6,"other","25-50 kW","Reg3"
0,59,"stable","same","Male","normal",9,"unknown",1,306.6,"4 per year",306.61,211.25,288.01,13,4,"carport","75 kW","Reg11"
0,25,"down","only partner","Female","normal",1,"private or freelance work",1,499.09,"2 per year",509.28,513.9,466.84,12,9,"street","100 kW","Reg5"
